Transaction ID,User ID,Transaction Date,Transaction Time,Product ID,Product Price,Quantity,Discount Applied,Payment Method,User Age,User Gender,User Location,User Membership Status,Device Used,Referral Source,Transaction Status,User Tenure,Product Category,Amount
7298,2104,2023-12-12,19:33:40,1002,93.6,2,5,Credit Card,41,Male,Athens,Regular,Mobile,Referral,Completed,31,Sports,187.2
7299,23658,2023-12-21,12:30:25,1043,97.69,1,25,Credit Card,25,Male,Patras,Premium,Desktop,Social Media,Completed,49,Clothing,97.69
7300,2059,2023-12-05,22:40:41,1099,161.8,3,10,Credit Card,31,Male,Athens,Regular,Mobile,Social Media,Completed,18,Books,485.40000000000003
7301,22567,2023-12-05,23:50:41,1035,70.69,2,30,PayPal,31,Male,Patras,Premium,Mobile,Referral,Completed,21,Home & Kitchen,141.38
7302,25988,2023-12-12,09:49:07,1032,94.9,2,5,Credit Card,25,Female,Athens,Regular,Mobile,Social Media,Completed,57,Clothing,189.8
7303,13899,2023-05-10,09:36:16,1020,111.5,1,20,Credit Card,34,Female,Athens,Premium,Mobile,Organic,Completed,41,Clothing,111.5
7304,26909,2023-03-04,21:00:47,1062,95.1,2,30,Credit Card,40,Female,Athens,Premium,Desktop,Social Media,Completed,31,Clothing,190.2
7305,26303,2023-10-30,07:55:37,1090,102.5,2,5,Credit Card,31,Female,Athens,Premium,Mobile,Referral,Completed,46,Clothing,205.0
7306,22386,2023-12-04,08:54:40,1016,118.4,2,10,Credit Card,34,Male,Athens,Premium,Desktop,Social Media,Completed,22,Books,236.8
7307,21860,2023-09-22,23:24:35,1078,89.3,1,20,Debit Card,31,Male,Athens,Premium,Desktop,Social Media,Completed,14,Home & Kitchen,89.3
7308,26225,2023-12-03,18:12:12,1065,107.0,3,30,Credit Card,25,Male,Athens,Premium,Desktop,Social Media,Completed,34,Home & Kitchen,321.0
7309,19252,2023-12-13,16:23:53,1036,102.2,2,25,Credit Card,42,Male,Athens,Premium,Desktop,Social Media,Completed,55,Sports,204.4
7310,21780,2023-09-08,06:16:43,1097,92.7,2,15,Credit Card,38,Male,Athens,Premium,Mobile,Organic,Canceled,15,Books,185.4
7311,27469,2023-07-09,06:46:03,1059,112.7,1,0,Credit Card,38,Female,Athens,Regular,Desktop,Referral,Completed,18,Books,112.7
7312,9106,2023-12-22,07:18:12,1022,133.2,2,5,Credit Card,42,Male,Athens,Regular,Mobile,Referral,Completed,46,Electronics,266.4
7313,4405,2023-11-29,20:02:05,1099,145.0,2,5,PayPal,30,Female,Athens,Regular,Mobile,Social Media,Completed,2,Books,290.0
7314,2802,2023-12-20,12:53:44,1058,95.75,4,5,Credit Card,33,Male,Patras,Premium,Desktop,Social Media,Completed,29,Books,383.0
7315,27561,2023-09-10,12:17:44,1088,106.75,4,0,Credit Card,31,Male,Thessaloniki,Premium,Desktop,Social Media,Completed,39,Sports,427.0
7316,1490,2023-11-29,23:22:20,1035,62.849999999999994,3,5,Credit Card,35,Male,Chalkida,Regular,Desktop,Social Media,Completed,40,Books,188.54999999999998
7317,15054,2023-09-18,07:42:18,1094,127.5,4,25,Credit Card,35,Male,Athens,Premium,Mobile,Organic,Completed,4,Clothing,510.0
7318,3298,2023-01-30,22:48:22,1097,104.2,1,5,Credit Card,25,Male,Athens,Regular,Mobile,Social Media,Completed,45,Clothing,104.2
7319,9389,2023-12-09,06:28:03,1073,107.8,2,20,Credit Card,30,Female,Athens,Premium,Mobile,Social Media,Completed,44,Electronics,215.6
7320,22648,2023-12-23,22:17:06,1067,118.4,2,5,Credit Card,30,Female,Athens,Regular,Desktop,Social Media,Completed,46,Clothing,236.8
7321,27148,2023-01-18,02:55:53,1032,89.89,2,25,Credit Card,41,Female,Patras,Premium,Mobile,Referral,Completed,29,Home & Kitchen,179.78
7322,26016,2023-04-01,13:42:02,1076,100.39,4,5,Credit Card,37,Male,Patras,Premium,Desktop,Social Media,Completed,55,Clothing,401.56
7323,22385,2023-04-19,13:12:19,1045,164.2,2,5,Credit Card,25,Male,Athens,Premium,Desktop,Social Media,Completed,22,Home & Kitchen,328.4
7324,27503,2023-12-06,00:05:36,1049,155.2,2,0,Credit Card,29,Female,Athens,Regular,Mobile,Social Media,Completed,39,Books,310.4
7325,23379,2023-09-23,07:40:30,1003,107.5,2,5,Debit Card,29,Male,Athens,Regular,Mobile,Social Media,Completed,14,Books,215.0
7326,14205,2023-02-02,18:06:29,1019,106.0,2,15,Credit Card,33,Male,Athens,Premium,Desktop,Social Media,Completed,47,Sports,212.0
7327,14300,2023-10-03,02:39:51,1012,86.64999999999999,1,5,Credit Card,35,Male,Chalkida,Premium,Desktop,Referral,Completed,12,Sports,86.64999999999999
7328,24958,2023-12-04,11:51:25,1069,91.4,3,5,Credit Card,35,Male,Athens,Premium,Desktop,Social Media,Completed,54,Sports,274.20000000000005
7329,2929,2023-12-07,12:32:59,1037,72.4,1,5,Credit Card,24,Male,Athens,Regular,Mobile,Social Media,Pending,26,Books,72.4
7330,15153,2023-08-20,18:51:26,1028,104.7,2,5,Credit Card,31,Male,Athens,Regular,Mobile,Organic,Completed,6,Electronics,209.4
7331,6318,2023-09-21,15:04:52,1010,91.29,2,5,Debit Card,28,Male,Patras,Regular,Desktop,Referral,Completed,54,Home & Kitchen,182.58
7332,5458,2023-08-10,10:58:14,1035,120.89,4,5,Credit Card,34,Female,Patras,Premium,Mobile,Social Media,Pending,49,Home & Kitchen,483.56
7333,2595,2023-01-28,15:13:44,1045,159.9,1,5,Credit Card,28,Male,Athens,Premium,Mobile,Social Media,Completed,47,Books,159.9
7334,13712,2023-08-28,07:49:56,1075,147.8,1,15,Debit Card,37,Female,Athens,Regular,Mobile,Social Media,Completed,55,Clothing,147.8
7335,26353,2023-09-22,08:30:55,1015,127.9,4,10,Credit Card,26,Female,Athens,Premium,Desktop,Organic,Completed,15,Home & Kitchen,511.6
7336,19379,2023-12-22,14:40:47,1041,189.6,2,5,Credit Card,30,Male,Athens,Regular,Mobile,Social Media,Completed,27,Sports,379.2
7337,5999,2023-06-13,07:03:44,1059,123.4,1,30,Credit Card,40,Male,Athens,Premium,Mobile,Social Media,Completed,55,Sports,123.4
7338,5872,2023-09-16,05:58:51,1023,126.9,1,30,PayPal,37,Female,Athens,Premium,Mobile,Referral,Completed,20,Clothing,126.9
7339,27473,2023-12-06,16:03:53,1084,77.9,4,20,Credit Card,27,Male,Athens,Premium,Desktop,Organic,Completed,31,Electronics,311.6
7340,25969,2023-08-26,03:32:03,1048,129.9,2,0,Credit Card,43,Female,Athens,Premium,Mobile,Social Media,Completed,15,Clothing,259.8
7341,16105,2023-11-18,03:56:07,1018,118.8,1,5,Debit Card,34,Male,Athens,Regular,Desktop,Social Media,Completed,58,Sports,118.8
7342,22257,2023-12-03,18:19:32,1063,140.4,4,5,Credit Card,39,Male,Athens,Regular,Mobile,Social Media,Completed,24,Books,561.6
7343,25874,2023-11-26,18:25:25,1009,72.7,2,30,Credit Card,40,Male,Athens,Premium,Mobile,Social Media,Pending,41,Electronics,145.4
7344,12499,2023-08-19,09:49:10,1020,189.3,4,5,Credit Card,27,Female,Athens,Regular,Mobile,Organic,Completed,44,Clothing,757.2
7345,10409,2023-07-04,08:00:18,1018,151.8,2,5,Credit Card,39,Female,Athens,Regular,Mobile,Organic,Completed,21,Electronics,303.6
7346,14770,2023-09-16,00:28:18,1000,76.0,4,20,Credit Card,40,Male,Athens,Premium,Desktop,Social Media,Completed,37,Electronics,304.0
7347,10743,2023-11-27,14:32:08,1011,66.6,2,10,Credit Card,29,Male,Athens,Premium,Desktop,Social Media,Completed,43,Books,133.2
7348,5351,2023-07-30,09:26:06,1008,142.9,1,5,Credit Card,29,Male,Athens,Premium,Mobile,Social Media,Completed,5,Sports,142.9
7349,15945,2023-06-25,17:06:55,1006,62.1,4,5,Credit Card,29,Male,Athens,Regular,Mobile,Referral,Completed,28,Books,248.4
7350,29040,2023-01-29,20:23:58,1091,89.64999999999999,4,0,Credit Card,36,Male,Heraklion,Regular,Mobile,Social Media,Completed,55,Electronics,358.59999999999997
7351,6030,2023-01-31,13:54:39,1015,110.2,4,5,Credit Card,41,Male,Chalkida,Regular,Mobile,Social Media,Completed,23,Electronics,440.8
7352,24863,2023-02-02,18:52:39,1001,148.2,2,10,Credit Card,30,Male,Athens,Premium,Mobile,Social Media,Completed,27,Electronics,296.4
7353,10938,2023-05-22,00:54:46,1007,101.45,4,10,Credit Card,38,Male,Chalkida,Premium,Mobile,Social Media,Completed,1,Home & Kitchen,405.8
7354,3233,2023-07-04,08:44:25,1015,78.8,2,0,Credit Card,40,Male,Patras,Regular,Mobile,Social Media,Completed,9,Clothing,157.6
7355,13204,2023-12-23,23:59:32,1082,123.7,3,10,Credit Card,39,Male,Athens,Premium,Desktop,Social Media,Completed,9,Sports,371.1
7356,1291,2023-11-27,08:27:30,1080,103.3,2,5,Credit Card,31,Male,Chalkida,Premium,Mobile,Social Media,Completed,6,Clothing,206.6
7357,13737,2023-12-21,12:24:05,1052,126.4,2,5,Credit Card,36,Female,Athens,Regular,Mobile,Social Media,Completed,3,Clothing,252.8
7358,17531,2023-09-27,09:52:13,1008,111.79,2,10,Debit Card,32,Male,Patras,Premium,Desktop,Social Media,Completed,25,Sports,223.58
7359,27645,2023-09-21,19:14:08,1041,130.8,2,10,Debit Card,28,Male,Athens,Premium,Desktop,Organic,Completed,37,Sports,261.6
7360,10593,2023-08-27,16:55:24,1047,154.8,3,25,Credit Card,37,Male,Athens,Premium,Desktop,Organic,Completed,7,Clothing,464.40000000000003
7361,14198,2023-12-24,07:46:56,1054,146.7,3,5,Debit Card,30,Male,Athens,Premium,Mobile,Social Media,Completed,36,Sports,440.09999999999997
7362,17205,2023-01-16,16:30:44,1036,81.1,3,30,Credit Card,31,Female,Athens,Premium,Mobile,Social Media,Completed,29,Clothing,243.29999999999998
7363,14441,2023-05-11,21:49:49,1024,105.1,2,5,Credit Card,34,Male,Athens,Premium,Mobile,Social Media,Pending,2,Clothing,210.2
7364,16637,2023-09-12,03:45:14,1000,156.0,3,5,PayPal,24,Male,Athens,Regular,Desktop,Organic,Completed,24,Home & Kitchen,468.0
7365,16008,2023-10-10,05:39:04,1087,164.7,4,25,Credit Card,42,Female,Athens,Premium,Mobile,Social Media,Completed,28,Clothing,658.8
7366,28292,2023-11-25,05:53:36,1087,93.4,2,10,Credit Card,40,Male,Athens,Premium,Mobile,Social Media,Completed,51,Sports,186.8
7367,4339,2023-09-01,22:24:23,1001,119.2,2,5,Credit Card,42,Male,Athens,Premium,Mobile,Social Media,Completed,33,Sports,238.4
7368,14811,2023-12-24,09:22:29,1020,74.8,3,25,Credit Card,41,Male,Thessaloniki,Premium,Mobile,Social Media,Completed,22,Home & Kitchen,224.39999999999998
7369,3363,2023-09-01,12:44:16,1093,165.6,2,5,Credit Card,28,Female,Athens,Regular,Mobile,Referral,Completed,14,Clothing,331.2
7370,22816,2023-03-10,12:26:56,1030,84.4,3,5,PayPal,30,Female,Athens,Regular,Mobile,Organic,Completed,45,Clothing,253.20000000000002
7371,19458,2023-06-09,23:57:28,1019,148.9,2,15,Credit Card,26,Male,Athens,Regular,Mobile,Social Media,Completed,59,Electronics,297.8
7372,22440,2023-11-27,22:42:57,1064,127.4,3,10,Credit Card,27,Male,Athens,Premium,Desktop,Social Media,Completed,38,Home & Kitchen,382.20000000000005
7373,23049,2023-01-28,08:50:38,1033,115.6,3,5,Credit Card,29,Male,Athens,Regular,Desktop,Social Media,Completed,19,Clothing,346.79999999999995
7374,10559,2023-09-12,04:04:23,1031,110.8,4,5,Credit Card,37,Male,Athens,Premium,Desktop,Referral,Completed,33,Electronics,443.2
7375,15044,2023-09-25,09:17:05,1036,112.9,4,5,Credit Card,34,Male,Athens,Premium,Desktop,Social Media,Completed,29,Clothing,451.6
7376,6975,2023-09-19,22:06:13,1058,103.3,2,5,Credit Card,35,Male,Athens,Premium,Mobile,Social Media,Completed,21,Sports,206.6
7377,13044,2023-11-27,18:28:31,1009,132.2,1,5,Credit Card,29,Female,Athens,Regular,Desktop,Social Media,Completed,30,Clothing,132.2
7378,24171,2023-02-02,19:12:24,1006,127.0,3,5,Credit Card,38,Male,Athens,Regular,Mobile,Social Media,Completed,8,Home & Kitchen,381.0
7379,16591,2023-08-16,08:15:34,1063,135.5,2,5,Credit Card,34,Female,Athens,Premium,Mobile,Organic,Completed,35,Clothing,271.0
7380,26008,2023-12-05,18:46:29,1097,91.4,2,5,Credit Card,27,Female,Athens,Premium,Mobile,Social Media,Completed,29,Clothing,182.8
7381,14396,2023-02-02,19:29:19,1003,95.0,2,25,Credit Card,30,Male,Athens,Premium,Desktop,Organic,Completed,24,Electronics,190.0
7382,16703,2023-09-16,12:42:59,1001,121.0,2,5,Credit Card,35,Male,Athens,Premium,Mobile,Social Media,Completed,45,Clothing,242.0
7383,22185,2023-11-19,23:33:17,1018,127.9,1,30,Credit Card,38,Female,Athens,Premium,Mobile,Social Media,Completed,6,Electronics,127.9
7384,16382,2023-08-31,00:04:43,1088,152.8,1,15,Credit Card,40,Male,Athens,Regular,Desktop,Social Media,Completed,33,Sports,152.8
7385,21037,2023-09-17,23:59:54,1070,75.09,1,10,Credit Card,24,Female,Thessaloniki,Regular,Desktop,Social Media,Completed,34,Sports,75.09
7386,28401,2023-01-18,10:51:52,1087,93.3,2,15,Credit Card,38,Male,Athens,Premium,Mobile,Social Media,Completed,33,Books,186.6
7387,17738,2023-12-01,07:41:42,1002,113.79,2,5,Credit Card,26,Female,Heraklion,Regular,Mobile,Social Media,Completed,33,Clothing,227.58
7388,7919,2023-12-11,10:33:50,1023,183.2,4,25,Credit Card,39,Male,Athens,Premium,Mobile,Social Media,Completed,30,Electronics,732.8
7389,12316,2023-05-26,21:06:05,1032,130.1,4,10,Credit Card,33,Female,Athens,Regular,Desktop,Organic,Completed,15,Clothing,520.4
7390,27851,2023-04-22,09:21:30,1004,105.6,2,0,Credit Card,31,Male,Athens,Regular,Mobile,Social Media,Completed,47,Books,211.2
7391,14075,2023-09-09,10:28:06,1093,108.1,2,15,Credit Card,33,Female,Athens,Regular,Mobile,Social Media,Completed,7,Clothing,216.2
7392,3777,2023-09-07,10:15:23,1088,101.25,2,30,Credit Card,30,Male,Heraklion,Premium,Desktop,Social Media,Completed,53,Sports,202.5
7393,12667,2023-12-19,00:56:45,1081,81.79,3,5,Credit Card,27,Female,Patras,Regular,Mobile,Referral,Completed,43,Clothing,245.37
7394,11466,2023-01-23,04:01:47,1026,97.6,4,5,Credit Card,38,Male,Athens,Premium,Mobile,Social Media,Completed,51,Sports,390.4
7395,1937,2023-09-19,20:26:24,1085,121.2,4,0,Credit Card,34,Female,Athens,Premium,Mobile,Social Media,Completed,7,Home & Kitchen,484.8
7396,26660,2023-01-05,17:48:21,1095,72.1,2,15,Credit Card,39,Female,Athens,Premium,Desktop,Social Media,Completed,15,Clothing,144.2
7397,15107,2023-12-24,12:46:03,1082,120.1,3,5,Credit Card,24,Male,Athens,Regular,Mobile,Social Media,Completed,11,Electronics,360.29999999999995
7398,19840,2023-01-13,08:58:21,1063,139.9,2,5,Credit Card,41,Male,Athens,Regular,Desktop,Social Media,Completed,4,Clothing,279.8
7399,1198,2023-09-10,00:55:37,1051,118.4,2,5,Credit Card,24,Male,Thessaloniki,Premium,Mobile,Social Media,Completed,27,Books,236.8
7400,11409,2023-10-25,17:39:01,1002,108.69,4,5,Debit Card,29,Male,Chalkida,Regular,Mobile,Organic,Completed,46,Electronics,434.76
7401,3845,2023-01-12,19:42:07,1044,74.64999999999999,2,5,Credit Card,31,Male,Thessaloniki,Regular,Mobile,Social Media,Completed,32,Electronics,149.29999999999998
7402,16664,2023-09-12,18:48:57,1038,126.8,2,20,Credit Card,24,Male,Athens,Premium,Desktop,Organic,Completed,24,Clothing,253.6
7403,26448,2023-05-01,14:53:47,1029,137.2,4,15,Debit Card,26,Male,Athens,Premium,Desktop,Social Media,Completed,7,Clothing,548.8
7404,19571,2023-05-18,05:34:24,1007,94.2,3,20,Credit Card,43,Male,Athens,Premium,Mobile,Social Media,Completed,7,Electronics,282.6
7405,4784,2023-08-31,19:57:00,1064,95.7,4,5,Credit Card,34,Male,Athens,Regular,Desktop,Organic,Completed,45,Books,382.8
7406,9393,2023-08-25,08:00:46,1048,121.05,3,30,Credit Card,27,Male,Patras,Premium,Desktop,Social Media,Completed,40,Clothing,363.15
7407,13564,2023-12-22,22:21:06,1004,126.3,2,5,Credit Card,25,Male,Athens,Regular,Desktop,Social Media,Completed,56,Books,252.6
7408,10530,2023-12-24,11:56:39,1062,111.7,1,5,Debit Card,27,Female,Athens,Premium,Mobile,Organic,Completed,27,Home & Kitchen,111.7
7409,4468,2023-02-08,08:21:31,1020,110.1,2,20,Credit Card,33,Male,Athens,Premium,Desktop,Social Media,Completed,7,Books,220.2
7410,7450,2023-11-25,06:10:41,1088,100.35,2,5,Credit Card,24,Female,Heraklion,Premium,Mobile,Social Media,Completed,27,Clothing,200.7
7411,27905,2023-01-26,17:51:02,1068,111.45,2,0,Credit Card,24,Female,Heraklion,Regular,Desktop,Referral,Completed,49,Books,222.9
7412,13686,2023-08-18,18:56:49,1046,140.0,4,25,Credit Card,43,Male,Athens,Premium,Desktop,Social Media,Completed,4,Home & Kitchen,560.0
7413,13028,2023-09-25,06:09:24,1082,69.4,2,25,Credit Card,41,Male,Athens,Premium,Desktop,Social Media,Completed,36,Home & Kitchen,138.8
7414,10846,2023-07-19,09:53:53,1097,98.0,2,10,Credit Card,33,Male,Athens,Regular,Desktop,Social Media,Completed,38,Books,196.0
7415,8583,2023-08-17,21:08:50,1043,119.0,2,20,Credit Card,39,Male,Athens,Premium,Desktop,Social Media,Completed,57,Books,238.0
7416,5462,2023-09-05,17:59:01,1052,136.2,3,30,Credit Card,29,Female,Athens,Premium,Mobile,Social Media,Completed,4,Clothing,408.59999999999997
7417,22464,2023-07-19,21:06:09,1084,83.29,3,5,Credit Card,34,Female,Heraklion,Regular,Desktop,Social Media,Completed,18,Electronics,249.87
7418,5299,2023-11-25,03:38:49,1084,139.2,2,5,Credit Card,37,Female,Athens,Premium,Mobile,Social Media,Pending,44,Clothing,278.4
7419,2281,2023-06-20,09:45:36,1013,71.7,1,5,Credit Card,37,Male,Patras,Premium,Desktop,Organic,Canceled,2,Clothing,71.7
7420,20247,2023-12-15,08:00:03,1026,56.89,2,5,Credit Card,29,Male,Thessaloniki,Regular,Mobile,Social Media,Completed,13,Electronics,113.78
7421,11566,2023-12-22,06:46:11,1091,110.39,2,30,Credit Card,36,Male,Chalkida,Premium,Desktop,Referral,Completed,54,Books,220.78
7422,21653,2023-03-23,00:32:37,1086,93.25,2,30,Debit Card,41,Male,Chalkida,Premium,Mobile,Social Media,Completed,4,Electronics,186.5
7423,16287,2023-09-07,15:40:36,1094,55.7,2,20,Credit Card,28,Male,Athens,Premium,Desktop,Social Media,Completed,30,Electronics,111.4
7424,11253,2023-12-08,16:40:33,1080,87.2,4,30,Debit Card,24,Female,Athens,Premium,Mobile,Social Media,Completed,35,Home & Kitchen,348.8
7425,28000,2023-11-25,18:10:10,1064,164.1,2,5,PayPal,36,Male,Athens,Premium,Mobile,Social Media,Completed,15,Electronics,328.2
7426,23640,2023-09-03,22:35:49,1024,116.5,2,5,Credit Card,32,Male,Athens,Premium,Desktop,Social Media,Completed,43,Sports,233.0
7427,18408,2023-12-20,20:20:45,1093,133.2,2,25,Credit Card,36,Male,Athens,Premium,Desktop,Social Media,Completed,31,Home & Kitchen,266.4
7428,10853,2023-11-25,06:57:40,1058,131.8,2,5,Credit Card,29,Male,Athens,Regular,Desktop,Social Media,Completed,22,Clothing,263.6
7429,25296,2023-12-04,16:55:17,1003,118.2,2,5,Credit Card,41,Male,Athens,Premium,Desktop,Social Media,Completed,20,Electronics,236.4
7430,20654,2023-02-27,04:09:03,1027,83.95,4,5,Credit Card,41,Male,Patras,Premium,Mobile,Organic,Pending,4,Electronics,335.8
7431,11773,2023-08-28,14:16:30,1008,135.6,2,5,Credit Card,28,Male,Athens,Premium,Desktop,Social Media,Completed,57,Clothing,271.2
7432,4994,2023-11-17,23:00:37,1023,175.2,2,5,Credit Card,26,Male,Athens,Regular,Desktop,Organic,Completed,57,Electronics,350.4
7433,14380,2023-12-15,17:06:22,1029,96.05,3,30,Credit Card,30,Male,Heraklion,Premium,Mobile,Social Media,Completed,53,Clothing,288.15
7434,15383,2023-09-20,22:06:04,1055,98.55,2,10,Credit Card,37,Male,Heraklion,Premium,Mobile,Referral,Completed,32,Sports,197.1
7435,4668,2023-12-01,23:14:49,1037,96.9,2,25,Credit Card,36,Male,Athens,Premium,Desktop,Social Media,Completed,2,Sports,193.8
7436,4629,2023-01-29,02:08:19,1095,93.3,2,25,Credit Card,33,Male,Athens,Premium,Desktop,Social Media,Completed,45,Electronics,186.6
7437,13728,2023-11-29,08:38:00,1045,155.6,2,10,Debit Card,36,Male,Athens,Regular,Mobile,Social Media,Canceled,32,Electronics,311.2
7438,15412,2023-09-22,23:02:44,1019,85.0,2,20,Credit Card,39,Male,Athens,Premium,Mobile,Referral,Pending,41,Sports,170.0
7439,7209,2023-12-20,18:04:18,1069,91.64999999999999,4,25,Credit Card,31,Male,Thessaloniki,Premium,Mobile,Social Media,Completed,23,Books,366.59999999999997
7440,19348,2023-08-01,11:02:15,1000,179.6,1,0,Debit Card,37,Male,Athens,Premium,Mobile,Social Media,Completed,16,Electronics,179.6
7441,12478,2023-07-03,19:29:38,1091,127.3,2,0,Credit Card,29,Male,Athens,Regular,Desktop,Social Media,Completed,14,Clothing,254.6
7442,24489,2023-04-15,10:51:23,1018,139.3,2,5,Credit Card,25,Male,Athens,Premium,Desktop,Social Media,Completed,29,Clothing,278.6
7443,3821,2023-09-09,06:59:18,1033,108.2,2,5,Credit Card,26,Male,Athens,Regular,Mobile,Social Media,Completed,27,Books,216.4
7444,20316,2023-09-06,07:32:28,1002,120.6,4,5,Credit Card,24,Male,Athens,Premium,Mobile,Referral,Completed,20,Books,482.4
7445,9685,2023-11-06,11:46:44,1013,132.8,2,20,Credit Card,38,Male,Athens,Premium,Mobile,Social Media,Completed,37,Books,265.6
7446,16475,2023-12-06,22:41:33,1009,148.0,2,20,Credit Card,42,Male,Athens,Premium,Desktop,Social Media,Completed,41,Home & Kitchen,296.0
7447,26686,2023-08-19,22:50:12,1086,78.25,2,5,Credit Card,35,Male,Patras,Premium,Mobile,Social Media,Canceled,21,Home & Kitchen,156.5
7448,24109,2023-02-22,16:00:27,1043,111.19,2,5,Credit Card,43,Male,Thessaloniki,Premium,Mobile,Social Media,Completed,46,Books,222.38
7449,11101,2023-12-16,04:19:42,1037,72.1,2,25,Credit Card,25,Female,Chalkida,Premium,Mobile,Organic,Completed,53,Home & Kitchen,144.2
7450,28350,2023-01-22,09:29:21,1052,132.6,2,30,Credit Card,42,Female,Athens,Premium,Desktop,Social Media,Completed,26,Home & Kitchen,265.2
7451,12789,2023-08-28,16:53:01,1010,88.4,2,15,Credit Card,35,Male,Athens,Premium,Mobile,Social Media,Completed,54,Clothing,176.8
7452,25442,2023-08-17,09:23:17,1094,103.8,1,5,PayPal,39,Male,Athens,Regular,Mobile,Social Media,Completed,42,Electronics,103.8
7453,4164,2023-09-06,01:35:05,1042,121.8,2,5,Credit Card,28,Female,Athens,Premium,Mobile,Referral,Completed,26,Home & Kitchen,243.6
7454,6591,2023-12-02,04:51:20,1058,128.5,2,20,Credit Card,29,Male,Athens,Premium,Desktop,Social Media,Completed,48,Clothing,257.0
7455,7974,2023-11-28,15:02:23,1066,112.4,4,20,PayPal,34,Female,Athens,Premium,Desktop,Social Media,Completed,19,Home & Kitchen,449.6
7456,27758,2023-06-09,10:00:26,1075,114.5,2,5,Credit Card,40,Male,Athens,Regular,Mobile,Referral,Completed,28,Electronics,229.0
7457,18143,2023-08-29,01:51:39,1085,99.6,1,10,Credit Card,36,Male,Athens,Regular,Mobile,Referral,Pending,36,Sports,99.6
7458,6403,2023-12-22,01:09:08,1012,153.6,2,30,Credit Card,41,Male,Athens,Premium,Desktop,Social Media,Completed,43,Electronics,307.2
7459,6323,2023-11-28,15:53:47,1088,116.9,4,5,Credit Card,38,Female,Athens,Regular,Mobile,Social Media,Completed,37,Home & Kitchen,467.6
7460,11467,2023-01-25,08:16:04,1051,133.3,2,10,Credit Card,36,Female,Athens,Premium,Mobile,Referral,Completed,5,Clothing,266.6
7461,5087,2023-09-03,11:36:28,1073,132.8,2,10,Credit Card,42,Male,Athens,Regular,Mobile,Social Media,Completed,32,Sports,265.6
7462,28941,2023-12-26,16:49:18,1075,126.4,1,5,Credit Card,26,Male,Athens,Regular,Mobile,Social Media,Completed,37,Clothing,126.4
7463,18145,2023-09-18,19:36:22,1054,153.9,2,5,Debit Card,31,Female,Athens,Regular,Desktop,Social Media,Completed,27,Sports,307.8
7464,12702,2023-12-17,17:19:18,1002,142.1,3,5,Credit Card,43,Male,Athens,Regular,Mobile,Social Media,Completed,47,Sports,426.29999999999995
7465,18800,2023-12-12,13:22:54,1001,142.1,4,5,Credit Card,36,Female,Athens,Premium,Mobile,Social Media,Canceled,4,Clothing,568.4
7466,21420,2023-11-28,06:53:05,1060,109.3,4,25,Credit Card,35,Female,Athens,Premium,Mobile,Social Media,Completed,17,Electronics,437.2
7467,23934,2023-09-18,05:31:42,1039,70.8,2,5,Credit Card,25,Male,Heraklion,Premium,Desktop,Social Media,Completed,53,Clothing,141.6
7468,21484,2023-08-23,19:01:08,1079,129.75,2,5,Credit Card,37,Female,Patras,Regular,Mobile,Organic,Completed,31,Clothing,259.5
7469,11580,2023-01-07,22:44:49,1017,174.0,3,5,Credit Card,43,Male,Athens,Regular,Desktop,Social Media,Canceled,47,Books,522.0
7470,5008,2023-08-22,15:00:08,1098,67.9,2,15,Credit Card,34,Male,Thessaloniki,Regular,Mobile,Organic,Completed,27,Electronics,135.8
7471,12899,2023-10-29,05:45:45,1097,187.3,2,25,PayPal,36,Male,Athens,Premium,Desktop,Social Media,Completed,20,Home & Kitchen,374.6
7472,6099,2023-08-21,06:50:59,1097,62.190000000000005,2,25,Credit Card,29,Female,Thessaloniki,Premium,Desktop,Social Media,Completed,47,Home & Kitchen,124.38000000000001
7473,3193,2023-09-07,10:52:34,1079,103.35,2,5,Credit Card,24,Female,Heraklion,Premium,Desktop,Social Media,Completed,7,Clothing,206.7
7474,23315,2023-12-08,11:10:25,1028,91.8,3,30,Credit Card,33,Female,Athens,Premium,Mobile,Referral,Completed,30,Home & Kitchen,275.4
7475,21199,2023-11-26,20:27:33,1032,124.1,2,20,Credit Card,33,Male,Athens,Premium,Mobile,Social Media,Completed,10,Electronics,248.2
7476,14243,2023-12-15,14:43:40,1007,119.4,2,5,Credit Card,42,Female,Athens,Regular,Desktop,Organic,Completed,4,Electronics,238.8
7477,17518,2023-12-15,11:03:16,1044,136.9,2,25,Credit Card,41,Male,Athens,Premium,Mobile,Organic,Completed,28,Home & Kitchen,273.8
7478,2206,2023-01-19,00:35:02,1013,147.3,2,5,Credit Card,41,Female,Athens,Regular,Mobile,Social Media,Completed,13,Home & Kitchen,294.6
7479,9280,2023-12-08,08:34:35,1086,110.55,2,5,Credit Card,27,Male,Heraklion,Regular,Mobile,Referral,Completed,59,Clothing,221.1
7480,8785,2023-09-26,08:32:12,1018,94.7,2,5,Credit Card,26,Female,Athens,Premium,Mobile,Social Media,Completed,58,Clothing,189.4
7481,12835,2023-05-24,01:06:13,1035,109.59,4,5,Credit Card,24,Male,Chalkida,Regular,Mobile,Social Media,Completed,40,Electronics,438.36
7482,3045,2023-12-01,15:27:29,1057,110.0,2,20,Credit Card,24,Male,Athens,Premium,Mobile,Social Media,Completed,57,Home & Kitchen,220.0
